LocationName,Polygon,Polygon_coords,total_messages,total_devices,latency_messages,latency_devices,latency_messages_ratio,latency_device_ratio,device_ids,latency_device_ids,severity
NZTAU-TCT,"-37.660374,176.168615,-37.668935,176.166812,-37.668904,176.173841,-37.657812,176.175912,-37.659329,176.169012,-37.660374,176.168615","[[-37.660374, 176.168615], [-37.668935, 176.166812], [-37.668904, 176.173841], [-37.657812, 176.175912], [-37.659329, 176.169012], [-37.660374, 176.168615]]",25,1,0,0,0.0,0.0,['A0002070'],,0.0
NZLTT-TLT,"-43.608410,172.716981,-43.604857,172.737112,-43.608104,172.737867,-43.609813,172.729889,-43.610348,172.718703,-43.608410,172.716981","[[-43.60841, 172.716981], [-43.604857, 172.737112], [-43.608104, 172.737867], [-43.609813, 172.729889], [-43.610348, 172.718703], [-43.60841, 172.716981]]",0,0,0,0,0.0,0.0,,,-0.0
THBKK-TST,"13.658951,100.541782,13.655589,100.541500,13.652086,100.548583,13.656077,100.548656,13.657590,100.545515,13.658951,100.541782","[[13.658951, 100.541782], [13.655589, 100.5415], [13.652086, 100.548583], [13.656077, 100.548656], [13.65759, 100.545515], [13.658951, 100.541782]]",32,2,2,1,6.2,50.0,"['A0001137', 'A0004782']",['A0001137'],7.4
VNHCM-TSI,"10.784375,106.708027,10.782446,106.706299,10.780486,106.708348,10.783342,106.710365,10.784375,106.708027","[[10.784375, 106.708027], [10.782446, 106.706299], [10.780486, 106.708348], [10.783342, 106.710365], [10.784375, 106.708027]]",0,0,0,0,0.0,0.0,,,-0.0
VNHCM-TVI,"10.773131,106.735438,10.765416,106.735202,10.762781,106.739515,10.772962,106.740051,10.773131,106.735438","[[10.773131, 106.735438], [10.765416, 106.735202], [10.762781, 106.739515], [10.772962, 106.740051], [10.773131, 106.735438]]",16,2,0,0,0.0,0.0,"['A0000967', 'A0003004']",,0.0
VNHPP-THP,"10.649478,106.743380,10.646858,106.746380,10.643591,106.742997,10.646723,106.740178,10.649478,106.743380","[[10.649478, 106.74338], [10.646858, 106.74638], [10.643591, 106.742997], [10.646723, 106.740178], [10.649478, 106.74338]]",0,0,0,0,0.0,0.0,,,-0.0
VNITX-DTN,"10.824334,106.752439,10.824240,106.754982,10.817005,106.754790,10.813847,106.752583,10.824334,106.752439","[[10.824334, 106.752439], [10.82424, 106.754982], [10.817005, 106.75479], [10.813847, 106.752583], [10.824334, 106.752439]]",1012,10,0,0,0.0,0.0,"['A0000966', 'A0001660', 'A0002080', 'A0002925', 'A0003311', 'A0003825', 'A0003924', 'A0004659', 'A0004891', 'A0005234']",,0.0
VNPHU-DPL,"10.871778,106.834025,10.869985,106.836231,10.868678,106.835697,10.868488,106.836022,10.867492,106.835581,10.866930,106.834583,10.869377,106.832277,10.871778,106.834025","[[10.871778, 106.834025], [10.869985, 106.836231], [10.868678, 106.835697], [10.868488, 106.836022], [10.867492, 106.835581], [10.86693, 106.834583], [10.869377, 106.832277], [10.871778, 106.834025]]",0,0,0,0,0.0,0.0,,,-0.0
VNPLG-DLG,"10.835872,106.749488,10.835561,106.749838,10.834960,106.749340,10.834503,106.749966,10.834642,106.750195,10.834146,106.750754,10.834279,106.750949,10.833386,106.752376,10.832857,106.751629,10.833234,106.749986,10.834781,106.748094,10.835872,106.749488","[[10.835872, 106.749488], [10.835561, 106.749838], [10.83496, 106.74934], [10.834503, 106.749966], [10.834642, 106.750195], [10.834146, 106.750754], [10.834279, 106.750949], [10.833386, 106.752376], [10.832857, 106.751629], [10.833234, 106.749986], [10.834781, 106.748094], [10.835872, 106.749488]]",333,10,0,0,0.0,0.0,"['A0000041', 'A0001763', 'A0003056', 'A0003727', 'A0004455', 'A0004569', 'A0004982', 'A0005031', 'A0005530', 'A0006126']",,0.0
VNPLG-DLG2,"10.832993,106.756308,10.832212,106.756924,10.831539,106.757954,10.831424,106.755748,10.832035,106.755244,10.832993,106.756308","[[10.832993, 106.756308], [10.832212, 106.756924], [10.831539, 106.757954], [10.831424, 106.755748], [10.832035, 106.755244], [10.832993, 106.756308]]",55,2,0,0,0.0,0.0,"['A0004455', 'A0004982']",,0.0
VNTCT-TCM,"10.512578,107.011366,10.508969,107.018223,10.513644,107.020813,10.517419,107.013923,10.512578,107.011366","[[10.512578, 107.011366], [10.508969, 107.018223], [10.513644, 107.020813], [10.517419, 107.013923], [10.512578, 107.011366]]",5455,259,422,65,7.7,25.1,"['A0000030', 'A0000041', 'A0000054', 'A0000117', 'A0000316', 'A0000318', 'A0000324', 'A0000378', 'A0000380', 'A0000388', 'A0000431', 'A0000467', 'A0000478', 'A0000502', 'A0000510', 'A0000548', 'A0000559', 'A0000606', 'A0000686', 'A0000731', 'A0000740', 'A0000745', 'A0000765', 'A0000794', 'A0000885', 'A0000932', 'A0000966', 'A0000982', 'A0000985', 'A0001023', 'A0001050', 'A0001096', 'A0001100', 'A0001108', 'A0001136', 'A0001188', 'A0001194', 'A0001202', 'A0001207', 'A0001269', 'A0001323', 'A0001329', 'A0001370', 'A0001383', 'A0001387', 'A0001390', 'A0001491', 'A0001506', 'A0001512', 'A0001637', 'A0001660', 'A0001676', 'A0001681', 'A0001709', 'A0001712', 'A0001739', 'A0001747', 'A0001763', 'A0001767', 'A0001768', 'A0001779', 'A0001792', 'A0001818', 'A0001885', 'A0001922', 'A0002025', 'A0002045', 'A0002076', 'A0002080', 'A0002087', 'A0002118', 'A0002151', 'A0002178', 'A0002224', 'A0002249', 'A0002264', 'A0002272', 'A0002316', 'A0002330', 'A0002338', 'A0002354', 'A0002422', 'A0002423', 'A0002424', 'A0002443', 'A0002464', 'A0002468', 'A0002476', 'A0002491', 'A0002493', 'A0002509', 'A0002520', 'A0002532', 'A0002616', 'A0002667', 'A0002676', 'A0002683', 'A0002716', 'A0002740', 'A0002765', 'A0002769', 'A0002808', 'A0002814', 'A0002823', 'A0002834', 'A0002873', 'A0002874', 'A0002925', 'A0002939', 'A0002978', 'A0003004', 'A0003007', 'A0003052', 'A0003058', 'A0003075', 'A0003078', 'A0003082', 'A0003086', 'A0003160', 'A0003163', 'A0003167', 'A0003170', 'A0003188', 'A0003224', 'A0003257', 'A0003304', 'A0003311', 'A0003332', 'A0003363', 'A0003372', 'A0003382', 'A0003388', 'A0003427', 'A0003492', 'A0003493', 'A0003523', 'A0003535', 'A0003571', 'A0003589', 'A0003596', 'A0003621', 'A0003623', 'A0003644', 'A0003660', 'A0003667', 'A0003668', 'A0003673', 'A0003681', 'A0003684', 'A0003727', 'A0003753', 'A0003788', 'A0003806', 'A0003823', 'A0003825', 'A0003830', 'A0003847', 'A0003861', 'A0003899', 'A0003914', 'A0003924', 'A0003929', 'A0003958', 'A0003972', 'A0003981', 'A0003992', 'A0004023', 'A0004034', 'A0004048', 'A0004075', 'A0004103', 'A0004137', 'A0004160', 'A0004163', 'A0004172', 'A0004232', 'A0004238', 'A0004287', 'A0004302', 'A0004304', 'A0004315', 'A0004327', 'A0004348', 'A0004357', 'A0004358', 'A0004370', 'A0004397', 'A0004414', 'A0004427', 'A0004443', 'A0004449', 'A0004455', 'A0004514', 'A0004523', 'A0004569', 'A0004598', 'A0004602', 'A0004636', 'A0004659', 'A0004660', 'A0004704', 'A0004732', 'A0004738', 'A0004752', 'A0004773', 'A0004790', 'A0004797', 'A0004808', 'A0004828', 'A0004837', 'A0004870', 'A0004883', 'A0004891', 'A0004982', 'A0004995', 'A0005003', 'A0005019', 'A0005031', 'A0005082', 'A0005095', 'A0005097', 'A0005099', 'A0005108', 'A0005149', 'A0005152', 'A0005217', 'A0005218', 'A0005222', 'A0005234', 'A0005265', 'A0005281', 'A0005290', 'A0005323', 'A0005331', 'A0005376', 'A0005400', 'A0005404', 'A0005433', 'A0005453', 'A0005487', 'A0005530', 'A0005543', 'A0005565', 'A0005577', 'A0005592', 'A0005607', 'A0005613', 'A0005619', 'A0005739', 'A0005746', 'A0005768', 'A0005777', 'A0005789', 'A0005792', 'A0005793', 'A0006126', 'A0006606', 'A0007095', 'A0007096']","['A0000117', 'A0000378', 'A0000380', 'A0000431', 'A0000510', 'A0000606', 'A0000932', 'A0000982', 'A0001023', 'A0001136', 'A0001712', 'A0001763', 'A0001792', 'A0001885', 'A0001922', 'A0002076', 'A0002087', 'A0002224', 'A0002272', 'A0002338', 'A0002422', 'A0002424', 'A0002443', 'A0002491', 'A0002616', 'A0002814', 'A0002874', 'A0003075', 'A0003372', 'A0003427', 'A0003535', 'A0003571', 'A0003589', 'A0003623', 'A0003644', 'A0003684', 'A0003753', 'A0003823', 'A0003958', 'A0003981', 'A0004048', 'A0004163', 'A0004302', 'A0004327', 'A0004348', 'A0004370', 'A0004414', 'A0004443', 'A0004514', 'A0004660', 'A0004732', 'A0004773', 'A0004790', 'A0004870', 'A0004995', 'A0005099', 'A0005217', 'A0005400', 'A0005404', 'A0005543', 'A0005592', 'A0005613', 'A0005768', 'A0005792', 'A0007096']",14.8
VNTCT-TOT,"10.512497,107.011312,10.508982,107.018096,10.504157,107.015620,10.507878,107.008865,10.512497,107.011312","[[10.512497, 107.011312], [10.508982, 107.018096], [10.504157, 107.01562], [10.507878, 107.008865], [10.512497, 107.011312]]",4010,141,283,39,7.1,27.7,"['A0000020', 'A0000316', 'A0000382', 'A0000400', 'A0000419', 'A0000428', 'A0000452', 'A0000500', 'A0000517', 'A0000550', 'A0000553', 'A0000559', 'A0000637', 'A0000648', 'A0000740', 'A0000963', 'A0000967', 'A0000971', 'A0000985', 'A0001020', 'A0001024', 'A0001050', 'A0001100', 'A0001207', 'A0001323', 'A0001486', 'A0001502', 'A0001509', 'A0001582', 'A0001681', 'A0001712', 'A0001779', 'A0001788', 'A0001930', 'A0001939', 'A0002013', 'A0002016', 'A0002096', 'A0002110', 'A0002111', 'A0002146', 'A0002151', 'A0002153', 'A0002165', 'A0002209', 'A0002264', 'A0002293', 'A0002340', 'A0002395', 'A0002441', 'A0002443', 'A0002493', 'A0002519', 'A0002616', 'A0002620', 'A0002666', 'A0002678', 'A0002721', 'A0002740', 'A0002742', 'A0002783', 'A0002794', 'A0002839', 'A0002872', 'A0002939', 'A0002947', 'A0002957', 'A0003007', 'A0003037', 'A0003044', 'A0003056', 'A0003078', 'A0003081', 'A0003159', 'A0003168', 'A0003173', 'A0003257', 'A0003291', 'A0003295', 'A0003305', 'A0003336', 'A0003384', 'A0003400', 'A0003424', 'A0003480', 'A0003493', 'A0003541', 'A0003580', 'A0003587', 'A0003605', 'A0003612', 'A0003621', 'A0003660', 'A0003667', 'A0003706', 'A0003757', 'A0003799', 'A0003806', 'A0003825', 'A0003830', 'A0003986', 'A0004001', 'A0004022', 'A0004070', 'A0004172', 'A0004232', 'A0004286', 'A0004349', 'A0004403', 'A0004449', 'A0004455', 'A0004496', 'A0004505', 'A0004518', 'A0004523', 'A0004624', 'A0004636', 'A0004708', 'A0004895', 'A0004926', 'A0004944', 'A0004959', 'A0004975', 'A0004979', 'A0004982', 'A0005003', 'A0005034', 'A0005184', 'A0005216', 'A0005229', 'A0005338', 'A0005367', 'A0005531', 'A0005572', 'A0005708', 'A0005723', 'A0006035', 'A0006051', 'A0006282', 'A0006382', 'A0006869']","['A0000382', 'A0000400', 'A0000419', 'A0000452', 'A0000517', 'A0001502', 'A0001712', 'A0001788', 'A0002110', 'A0002111', 'A0002146', 'A0002340', 'A0002395', 'A0002443', 'A0002616', 'A0002678', 'A0002742', 'A0003044', 'A0003081', 'A0003291', 'A0003295', 'A0003424', 'A0003480', 'A0003493', 'A0003580', 'A0003612', 'A0003706', 'A0003757', 'A0003986', 'A0004022', 'A0004518', 'A0004959', 'A0004979', 'A0005184', 'A0005216', 'A0005338', 'A0005531', 'A0005708', 'A0006035']",14.7
ZACPT-DCP,"-33.808584,18.539926,-33.807871,18.541653,-33.808746,18.542171,-33.809410,18.540485,-33.808584,18.539926","[[-33.808584, 18.539926], [-33.807871, 18.541653], [-33.808746, 18.542171], [-33.80941, 18.540485], [-33.808584, 18.539926]]",9,1,0,0,0.0,0.0,['A0004129'],,0.0
ZACPT-DSC,"-33.918318,18.460012,-33.919655,18.460996,-33.919511,18.461336,-33.920289,18.461843,-33.918537,18.465574,-33.916697,18.462661,-33.918318,18.460012","[[-33.918318, 18.460012], [-33.919655, 18.460996], [-33.919511, 18.461336], [-33.920289, 18.461843], [-33.918537, 18.465574], [-33.916697, 18.462661], [-33.918318, 18.460012]]",0,0,0,0,0.0,0.0,,,-0.0
KRPUS-TNP,"35.083204,128.781732,35.083041,128.819081,35.077258,128.819067,35.077100,128.785138,35.078067,128.784328,35.083204,128.781732","[[35.083204, 128.781732], [35.083041, 128.819081], [35.077258, 128.819067], [35.0771, 128.785138], [35.078067, 128.784328], [35.083204, 128.781732]]",5415,186,393,59,7.3,31.7,"['A0000387', 'A0000448', 'A0000473', 'A0000511', 'A0000520', 'A0000564', 'A0000585', 'A0000640', 'A0000664', 'A0000679', 'A0000701', 'A0000724', 'A0000803', 'A0000899', 'A0000924', 'A0000972', 'A0001015', 'A0001026', 'A0001068', 'A0001138', 'A0001139', 'A0001173', 'A0001180', 'A0001201', 'A0001274', 'A0001291', 'A0001452', 'A0001492', 'A0001513', 'A0001522', 'A0001554', 'A0001666', 'A0001670', 'A0001701', 'A0001739', 'A0001759', 'A0001823', 'A0001825', 'A0001840', 'A0001860', 'A0001877', 'A0001950', 'A0001983', 'A0002038', 'A0002071', 'A0002105', 'A0002133', 'A0002292', 'A0002332', 'A0002366', 'A0002388', 'A0002396', 'A0002400', 'A0002431', 'A0002446', 'A0002449', 'A0002480', 'A0002614', 'A0002627', 'A0002635', 'A0002637', 'A0002700', 'A0002720', 'A0002766', 'A0002785', 'A0002798', 'A0002815', 'A0002818', 'A0002822', 'A0002842', 'A0002852', 'A0002923', 'A0002940', 'A0002952', 'A0002961', 'A0003005', 'A0003016', 'A0003057', 'A0003072', 'A0003083', 'A0003099', 'A0003120', 'A0003127', 'A0003184', 'A0003220', 'A0003235', 'A0003252', 'A0003317', 'A0003319', 'A0003359', 'A0003396', 'A0003404', 'A0003407', 'A0003434', 'A0003437', 'A0003500', 'A0003510', 'A0003521', 'A0003588', 'A0003605', 'A0003622', 'A0003646', 'A0003655', 'A0003688', 'A0003749', 'A0003763', 'A0003827', 'A0003850', 'A0003853', 'A0003873', 'A0003923', 'A0003934', 'A0003951', 'A0003966', 'A0004007', 'A0004012', 'A0004047', 'A0004073', 'A0004079', 'A0004102', 'A0004113', 'A0004119', 'A0004126', 'A0004140', 'A0004198', 'A0004200', 'A0004207', 'A0004256', 'A0004258', 'A0004260', 'A0004265', 'A0004322', 'A0004323', 'A0004364', 'A0004365', 'A0004399', 'A0004430', 'A0004448', 'A0004451', 'A0004460', 'A0004468', 'A0004484', 'A0004513', 'A0004544', 'A0004564', 'A0004570', 'A0004608', 'A0004640', 'A0004661', 'A0004681', 'A0004728', 'A0004775', 'A0004792', 'A0004991', 'A0005008', 'A0005041', 'A0005045', 'A0005053', 'A0005077', 'A0005119', 'A0005219', 'A0005284', 'A0005329', 'A0005353', 'A0005419', 'A0005422', 'A0005448', 'A0005509', 'A0005523', 'A0005578', 'A0005673', 'A0005682', 'A0005692', 'A0005716', 'A0005730', 'A0005743', 'A0005750', 'A0005763', 'A0005776', 'A0005779', 'A0005797', 'A0006000', 'A0006263', 'A0006638', 'A0006651', 'A0006873']","['A0000448', 'A0000640', 'A0000664', 'A0000972', 'A0001173', 'A0001180', 'A0001452', 'A0001492', 'A0001513', 'A0001666', 'A0001759', 'A0001823', 'A0001877', 'A0001950', 'A0002105', 'A0002133', 'A0002292', 'A0002332', 'A0002431', 'A0002720', 'A0002798', 'A0002822', 'A0002923', 'A0002940', 'A0002952', 'A0003016', 'A0003127', 'A0003252', 'A0003404', 'A0003434', 'A0003437', 'A0003510', 'A0003622', 'A0003688', 'A0003749', 'A0003853', 'A0003873', 'A0003934', 'A0004007', 'A0004047', 'A0004073', 'A0004102', 'A0004113', 'A0004200', 'A0004365', 'A0004448', 'A0004451', 'A0004564', 'A0004661', 'A0004728', 'A0004792', 'A0005353', 'A0005448', 'A0005578', 'A0005673', 'A0005776', 'A0006000', 'A0006651', 'A0006873']",17.2
SIKOP-DLK,"45.553402,13.747815,45.552365,13.750003,45.556587,13.755151,45.557038,13.752899,45.556602,13.751119,45.553402,13.747815","[[45.553402, 13.747815], [45.552365, 13.750003], [45.556587, 13.755151], [45.557038, 13.752899], [45.556602, 13.751119], [45.553402, 13.747815]]",68,6,0,0,0.0,0.0,"['A0001226', 'A0004396', 'A0006084', 'A0006197', 'A0006816', 'A0007280']",,0.0
NZNPR-DCN,"-39.493743,176.886482,-39.494729,176.886761,-39.495143,176.888863,-39.494679,176.890301,-39.492891,176.891213,-39.493743,176.886482","[[-39.493743, 176.886482], [-39.494729, 176.886761], [-39.495143, 176.888863], [-39.494679, 176.890301], [-39.492891, 176.891213], [-39.493743, 176.886482]]",0,0,0,0,0.0,0.0,,,-0.0
THBKK-DSP,"13.637675,100.692171,13.638050,100.689414,13.636320,100.689038,13.635840,100.692010,13.635882,100.692010,13.637675,100.692171","[[13.637675, 100.692171], [13.63805, 100.689414], [13.63632, 100.689038], [13.63584, 100.69201], [13.635882, 100.69201], [13.637675, 100.692171]]",1296,19,16,4,1.2,21.1,"['A0000582', 'A0000652', 'A0000919', 'A0001092', 'A0001363', 'A0002138', 'A0002433', 'A0002533', 'A0002901', 'A0003429', 'A0004105', 'A0004247', 'A0004450', 'A0004725', 'A0004782', 'A0004940', 'A0005175', 'A0005608', 'A0006864']","['A0002901', 'A0004105', 'A0004247', 'A0004450']",7.2
MYPKL-DGF,"2.968686,101.338403,2.968364,101.335721,2.964100,101.336171,2.963757,101.338982,2.963800,101.339004,2.968686,101.338403","[[2.968686, 101.338403], [2.968364, 101.335721], [2.9641, 101.336171], [2.963757, 101.338982], [2.9638, 101.339004], [2.968686, 101.338403]]",0,0,0,0,0.0,0.0,,,-0.0
MXAIJ-TAI,"22.485085,-97.882011,22.483445,-97.885208,22.480045,-97.886270,22.472042,-97.884149,22.472417,-97.879057,22.484530,-97.877033,22.485085,-97.882011","[[22.485085, -97.882011], [22.483445, -97.885208], [22.480045, -97.88627], [22.472042, -97.884149], [22.472417, -97.879057], [22.48453, -97.877033], [22.485085, -97.882011]]",2286,43,32,5,1.4,11.6,"['A0000026', 'A0000595', 'A0000923', 'A0001008', 'A0001223', 'A0001293', 'A0001346', 'A0001541', 'A0001578', 'A0001649', 'A0001817', 'A0002126', 'A0002148', 'A0002355', 'A0002417', 'A0002655', 'A0002763', 'A0002829', 'A0002928', 'A0002948', 'A0003053', 'A0003245', 'A0003261', 'A0003414', 'A0003586', 'A0003594', 'A0003778', 'A0003791', 'A0003824', 'A0003887', 'A0004312', 'A0004720', 'A0004783', 'A0004845', 'A0005313', 'A0005345', 'A0005421', 'A0005473', 'A0005493', 'A0005581', 'A0005629', 'A0005790', 'A0006380']","['A0001223', 'A0003778', 'A0003887', 'A0005421', 'A0005790']",4.8
MXVER-TIC,"19.240705,-96.176048,19.233132,-96.174116,19.233465,-96.171866,19.230379,-96.171955,19.231482,-96.167885,19.241272,-96.170762,19.240705,-96.176048","[[19.240705, -96.176048], [19.233132, -96.174116], [19.233465, -96.171866], [19.230379, -96.171955], [19.231482, -96.167885], [19.241272, -96.170762], [19.240705, -96.176048]]",650,10,0,0,0.0,0.0,"['A0001004', 'A0002024', 'A0002703', 'A0002800', 'A0003261', 'A0003887', 'A0004019', 'A0005581', 'A0005638', 'A0005775']",,0.0
THLEM-TCP,"13.063232,100.890137,13.060110,100.891943,13.064221,100.898969,13.065860,100.898067,13.066145,100.898571,13.067626,100.897861,13.063232,100.890137","[[13.063232, 100.890137], [13.06011, 100.891943], [13.064221, 100.898969], [13.06586, 100.898067], [13.066145, 100.898571], [13.067626, 100.897861], [13.063232, 100.890137]]",897,34,33,8,3.7,23.5,"['A0000711', 'A0000860', 'A0000970', 'A0001027', 'A0001106', 'A0001756', 'A0002239', 'A0002594', 'A0002601', 'A0002862', 'A0002949', 'A0003198', 'A0003636', 'A0004105', 'A0004147', 'A0004176', 'A0004247', 'A0004303', 'A0004474', 'A0004725', 'A0004745', 'A0004811', 'A0004832', 'A0004940', 'A0004981', 'A0005361', 'A0005479', 'A0005506', 'A0005567', 'A0005626', 'A0005714', 'A0005717', 'A0005765', 'A0006259']","['A0002601', 'A0002862', 'A0003198', 'A0004247', 'A0004303', 'A0004474', 'A0005626', 'A0005765']",8.9
MYPKL-TWE,"2.907258,101.278375,2.903124,101.284468,2.951579,101.309992,2.954048,101.305451,2.907258,101.278375","[[2.907258, 101.278375], [2.903124, 101.284468], [2.951579, 101.309992], [2.954048, 101.305451], [2.907258, 101.278375]]",944,75,129,23,13.7,30.7,"['A0000073', 'A0000464', 'A0000489', 'A0000512', 'A0000570', 'A0000643', 'A0000862', 'A0000869', 'A0000968', 'A0001086', 'A0001137', 'A0001469', 'A0001575', 'A0001631', 'A0001802', 'A0001810', 'A0001837', 'A0001864', 'A0002253', 'A0002360', 'A0002378', 'A0002484', 'A0002531', 'A0002659', 'A0002725', 'A0002729', 'A0002810', 'A0002868', 'A0002903', 'A0003008', 'A0003016', 'A0003161', 'A0003209', 'A0003221', 'A0003233', 'A0003378', 'A0003432', 'A0003553', 'A0003554', 'A0003610', 'A0003633', 'A0003686', 'A0003755', 'A0003776', 'A0003902', 'A0003973', 'A0004089', 'A0004130', 'A0004162', 'A0004461', 'A0004541', 'A0004610', 'A0004691', 'A0004707', 'A0004782', 'A0004842', 'A0004892', 'A0004977', 'A0005042', 'A0005068', 'A0005076', 'A0005092', 'A0005166', 'A0005193', 'A0005321', 'A0005395', 'A0005398', 'A0005520', 'A0005521', 'A0005622', 'A0005677', 'A0005758', 'A0006011', 'A0006862', 'A0006901']","['A0000073', 'A0000464', 'A0000489', 'A0001086', 'A0001631', 'A0001802', 'A0001810', 'A0002378', 'A0002659', 'A0002729', 'A0002868', 'A0003008', 'A0003161', 'A0003432', 'A0003553', 'A0003554', 'A0003973', 'A0004089', 'A0004130', 'A0004610', 'A0005521', 'A0006011', 'A0006862']",15.8
NGTCI-TCI,"6.434626,3.349346,6.434095,3.355957,6.431921,3.355981,6.432460,3.349263,6.434626,3.349346","[[6.434626, 3.349346], [6.434095, 3.355957], [6.431921, 3.355981], [6.43246, 3.349263], [6.434626, 3.349346]]",532,20,30,2,5.6,10.0,"['A0000815', 'A0001104', 'A0001152', 'A0001820', 'A0001834', 'A0002326', 'A0002448', 'A0002535', 'A0002990', 'A0003278', 'A0003551', 'A0003599', 'A0004097', 'A0004117', 'A0004724', 'A0004958', 'A0005029', 'A0005436', 'A0005772', 'A0006265']","['A0004958', 'A0006265']",4.6
NGAPA-TAP,"6.444571,3.380576,6.438150,3.395840,6.433615,3.394148,6.437352,3.383140,6.440681,3.379687,6.444571,3.380576","[[6.444571, 3.380576], [6.43815, 3.39584], [6.433615, 3.394148], [6.437352, 3.38314], [6.440681, 3.379687], [6.444571, 3.380576]]",1857,34,140,11,7.5,32.4,"['A0000071', 'A0000815', 'A0001397', 'A0001801', 'A0001935', 'A0001968', 'A0002026', 'A0002276', 'A0002326', 'A0002448', 'A0002582', 'A0002603', 'A0002699', 'A0002882', 'A0002990', 'A0003118', 'A0003294', 'A0003529', 'A0003819', 'A0004097', 'A0004109', 'A0004279', 'A0004467', 'A0004691', 'A0004802', 'A0004873', 'A0004889', 'A0004958', 'A0004977', 'A0005029', 'A0005134', 'A0005314', 'A0005498', 'A0005785']","['A0002026', 'A0002276', 'A0002326', 'A0002448', 'A0002582', 'A0002603', 'A0003118', 'A0004691', 'A0004958', 'A0005314', 'A0005498']",14.0
ZACPT-TCT,"-33.906680,18.444712,-33.905641,18.446071,-33.912245,18.454206,-33.916117,18.457853,-33.916948,18.456548,-33.906680,18.444712","[[-33.90668, 18.444712], [-33.905641, 18.446071], [-33.912245, 18.454206], [-33.916117, 18.457853], [-33.916948, 18.456548], [-33.90668, 18.444712]]",125,3,37,2,29.6,66.7,"['A0000519', 'A0004129', 'A0004284']","['A0000519', 'A0004129']",18.2
ZADUR-DAM,"-29.888280,30.996183,-29.888469,30.996874,-29.888451,30.997721,-29.889062,30.997537,-29.889484,30.999420,-29.891685,30.998475,-29.889240,30.995132,-29.888280,30.996183","[[-29.88828, 30.996183], [-29.888469, 30.996874], [-29.888451, 30.997721], [-29.889062, 30.997537], [-29.889484, 30.99942], [-29.891685, 30.998475], [-29.88924, 30.995132], [-29.88828, 30.996183]]",239,9,48,4,20.1,44.4,"['A0001409', 'A0002450', 'A0002555', 'A0003472', 'A0003927', 'A0004049', 'A0004212', 'A0004219', 'A0004284']","['A0001409', 'A0002450', 'A0002555', 'A0004284']",15.8
ZADUR-DCA,"-29.908622,30.960504,-29.908391,30.961367,-29.909202,30.961706,-29.909563,30.961393,-29.909504,30.960500,-29.908622,30.960504","[[-29.908622, 30.960504], [-29.908391, 30.961367], [-29.909202, 30.961706], [-29.909563, 30.961393], [-29.909504, 30.9605], [-29.908622, 30.960504]]",20,1,0,0,0.0,0.0,['A0002277'],,0.0
ZADUR-DCP,"-29.914063,30.997030,-29.913473,30.997853,-29.913084,30.999596,-29.914433,31.001219,-29.916790,30.998708,-29.915137,30.997907,-29.914063,30.997030","[[-29.914063, 30.99703], [-29.913473, 30.997853], [-29.913084, 30.999596], [-29.914433, 31.001219], [-29.91679, 30.998708], [-29.915137, 30.997907], [-29.914063, 30.99703]]",284,6,12,1,4.2,16.7,"['A0001014', 'A0002555', 'A0003472', 'A0004051', 'A0004818', 'A0005388']",['A0004818'],5.0
ZADUR-DKD,"-29.888815,31.003023,-29.889407,31.004671,-29.893311,31.003184,-29.892606,31.001395,-29.888815,31.003023","[[-29.888815, 31.003023], [-29.889407, 31.004671], [-29.893311, 31.003184], [-29.892606, 31.001395], [-29.888815, 31.003023]]",416,4,57,3,13.7,75.0,"['A0001774', 'A0003089', 'A0004740', 'A0005230']","['A0003089', 'A0004740', 'A0005230']",21.0
ZADUR-DMC,"-29.929696,30.978807,-29.929854,30.979790,-29.930327,30.980278,-29.931575,30.979550,-29.930984,30.978012,-29.929696,30.978807","[[-29.929696, 30.978807], [-29.929854, 30.97979], [-29.930327, 30.980278], [-29.931575, 30.97955], [-29.930984, 30.978012], [-29.929696, 30.978807]]",33,1,3,1,9.1,100.0,['A0000519'],['A0000519'],12.2
ZADUR-TCT,"-29.876713,31.029634,-29.876102,31.033382,-29.881776,31.031042,-29.880932,31.034728,-29.882315,31.033776,-29.884182,31.029323,-29.882541,31.027304,-29.876713,31.029634","[[-29.876713, 31.029634], [-29.876102, 31.033382], [-29.881776, 31.031042], [-29.880932, 31.034728], [-29.882315, 31.033776], [-29.884182, 31.029323], [-29.882541, 31.027304], [-29.876713, 31.029634]]",278,14,47,5,16.9,35.7,"['A0000519', 'A0000634', 'A0000751', 'A0000830', 'A0001014', 'A0002450', 'A0002541', 'A0002555', 'A0004049', 'A0004212', 'A0004284', 'A0005027', 'A0005230', 'A0005612']","['A0000519', 'A0002541', 'A0002555', 'A0005027', 'A0005612']",13.9
ZADUR-TDC,"-29.880430,31.011657,-29.877863,31.024100,-29.889247,31.018994,-29.890177,31.018179,-29.889358,31.015605,-29.882253,31.019123,-29.884299,31.012344,-29.880430,31.011657","[[-29.88043, 31.011657], [-29.877863, 31.0241], [-29.889247, 31.018994], [-29.890177, 31.018179], [-29.889358, 31.015605], [-29.882253, 31.019123], [-29.884299, 31.012344], [-29.88043, 31.011657]]",213,8,26,3,12.2,37.5,"['A0001281', 'A0001774', 'A0002277', 'A0003472', 'A0003927', 'A0004219', 'A0004297', 'A0005388']","['A0002277', 'A0003927', 'A0005388']",11.8
